Nom de la commune;Code département;Population totale;
Lucelle;68;35;
Luemschwiller;68;790;
Luttenbach-près-Munster;68;752;
Lutter;68;286;
Lutterbach;68;6 468;
Magny;68;314;
Magstatt-le-Bas;68;480;
Magstatt-le-Haut;68;290;
Malmerspach;68;511;
Manspach;68;577;
Masevaux-Niederbruck;68;3 863;
Mertzen;68;222;
Merxheim;68;1 295;
Metzeral;68;1 086;
Meyenheim;68;1 474;
Michelbach-le-Bas;68;706;
Michelbach-le-Haut;68;620;
Mittelwihr;68;849;
Mittlach;68;340;
Mitzach;68;407;
Mollau;68;361;
Montreux-Jeune;68;375;
Montreux-Vieux;68;905;
Moosch;68;1 710;
Mooslargue;68;431;
Morschwiller-le-Bas;68;3 812;
Muespach;68;904;
Muespach-le-Haut;68;1 097;
Muhlbach-sur-Munster;68;779;
Mulhouse;68;110 468;
Munchhouse;68;1 572;
Munster;68;4 663;
Muntzenheim;68;1 260;
Munwiller;68;497;
Murbach;68;159;
Mœrnach;68;561;
Nambsheim;68;596;
Neuf-Brisach;68;1 932;
Neuwiller;68;483;
Niederentzen;68;722;
Niederhergheim;68;1 140;
Niedermorschwihr;68;553;
Niffer;68;978;
Oberbruck;68;407;
Oberentzen;68;635;
Oberhergheim;68;1 218;
Oberlarg;68;145;
Obermorschwihr;68;366;
Obermorschwiller;68;420;
Obersaasheim;68;1 042;
Oderen;68;1 293;
Oltingue;68;725;
Orbey;68;3 606;
Orschwihr;68;1 070;
Osenbach;68;911;
Ostheim;68;1 626;
Ottmarsheim;68;1 849;
Petit-Landau;68;853;
Pfaffenheim;68;1 463;
Pfastatt;68;9 626;
Pfetterhouse;68;1 025;
Porte du Ried;68;1 829;
Pulversheim;68;3 013;
Raedersdorf;68;515;
Raedersheim;68;1 127;
Rammersmatt;68;224;
Ranspach;68;847;
Ranspach-le-Bas;68;660;
Ranspach-le-Haut;68;637;
Rantzwiller;68;823;
Réguisheim;68;1 871;
Reiningue;68;1 998;
Retzwiller;68;720;
Ribeauvillé;68;4 938;
Richwiller;68;3 745;
Riedisheim;68;12 658;
Riespach;68;703;
Rimbach-près-Guebwiller;68;190;
Rimbach-près-Masevaux;68;484;
Rimbachzell;68;198;
Riquewihr;68;1 103;
Rixheim;68;14 322;
Roderen;68;919;
Rodern;68;359;
Roggenhouse;68;476;
Romagny;68;257;
Rombach-le-Franc;68;811;
Roppentzwiller;68;708;
Rorschwihr;68;385;
Rosenau;68;2 400;
Rouffach;68;4 788;
Ruederbach;68;396;
Ruelisheim;68;2 327;
Rumersheim-le-Haut;68;1 114;
Rustenhart;68;856;
Saint-Amarin;68;2 320;
Saint-Bernard;68;567;
Saint-Cosme;68;96;
Saint-Hippolyte;68;1 002;
Saint-Louis;68;20 928;
Saint-Ulrich;68;308;
Sainte-Croix-aux-Mines;68;1 955;
Sainte-Croix-en-Plaine;68;3 006;
Sainte-Marie-aux-Mines;68;5 240;
Sausheim;68;5 634;
Schlierbach;68;1 241;
Schweighouse-Thann;68;801;
Schwoben;68;239;
Sentheim;68;1 618;
Seppois-le-Bas;68;1 383;
Seppois-le-Haut;68;507;
Sewen;68;510;
Sickert;68;338;
Sierentz;68;3 758;
Sondernach;68;638;
Sondersdorf;68;352;
Soppe-le-Bas;68;781;
Soultz-Haut-Rhin;68;7 247;
Soultzbach-les-Bains;68;763;
Soultzeren;68;1 147;
Soultzmatt;68;2 471;
Spechbach;68;1 357;
Staffelfelden;68;4 022;
Steinbach;68;1 401;
Steinbrunn-le-Bas;68;744;
Steinbrunn-le-Haut;68;592;
Steinsoultz;68;789;
Sternenberg;68;162;
Stetten;68;346;
Storckensohn;68;211;
Stosswihr;68;1 384;
Strueth;68;345;
Sundhoffen;68;2 006;
Tagolsheim;68;939;
Tagsdorf;68;305;
Thann;68;7 979;
Thannenkirch;68;457;
Traubach-le-Bas;68;497;
Traubach-le-Haut;68;615;
Turckheim;68;3 847;
Ueberstrass;68;389;
Uffheim;68;903;
Uffholtz;68;1 809;
Ungersheim;68;2 290;
Urbès;68;442;
Urschenheim;68;747;
Valdieu-Lutran;68;424;
Vieux-Ferrette;68;694;
Vieux-Thann;68;2 903;
Village-Neuf;68;4 324;
Vogelgrun;68;672;
Volgelsheim;68;2 671;
Vœgtlinshoffen;68;519;
Wahlbach;68;517;
Walbach;68;935;
Waldighofen;68;1 568;
Walheim;68;919;
Waltenheim;68;553;
Wasserbourg;68;473;
Wattwiller;68;1 692;
Weckolsheim;68;657;
Wegscheid;68;331;
Wentzwiller;68;760;
Werentzhouse;68;562;
Westhalten;68;991;
Wettolsheim;68;1 776;
Wickerschwihr;68;772;
Widensolen;68;1 206;
Wihr-au-Val;68;1 305;
Wildenstein;68;184;
Willer;68;327;
Willer-sur-Thur;68;1 877;
Winkel;68;317;
Wintzenheim;68;7 945;
Wittelsheim;68;10 583;
Wittenheim;68;14 728;
Wittersdorf;68;832;
Wolfersdorf;68;370;
Wolfgantzen;68;1 073;
Wolschwiller;68;472;
Wuenheim;68;818;
Zaessingue;68;383;
Zellenberg;68;332;
Zillisheim;68;2 667;
Zimmerbach;68;871;
Zimmersheim;68;1 068;
Affoux;69;361;
Aigueperse;69;252;
Albigny-sur-Saône;69;2 871;
Alix;69;781;
Ambérieux;69;580;
Amplepuis;69;5 149;
Ampuis;69;2 756;
Ancy;69;642;
Anse;69;7 253;
L' Arbresle;69;6 646;
Les Ardillats;69;641;
Arnas;69;3 765;
Aveize;69;1 158;
Avenas;69;126;
Azolette;69;121;
Bagnols;69;725;
Beaujeu;69;2 156;
Beauvallon;69;4 045;
Belleville;69;8 456;
Belmont-d'Azergues;69;651;
Bessenay;69;2 355;
Bibost;69;588;
Blacé;69;1 607;
Le Breuil;69;534;
Brignais;69;11 442;
Brindas;69;6 182;
Bron;69;41 589;
Brullioles;69;832;
Brussieu;69;1 451;
Bully;69;2 059;
Cailloux-sur-Fontaines;69;2 725;
Caluire-et-Cuire;69;43 546;
Cenves;69;407;
Cercié;69;1 142;
Chabanière;69;4 269;
Chambost-Allières;69;840;
Chambost-Longessaigne;69;963;
Chamelet;69;679;
Champagne-au-Mont-d'Or;69;5 654;
La Chapelle-sur-Coise;69;593;
Chaponnay;69;4 279;
Chaponost;69;8 755;
Charbonnières-les-Bains;69;5 176;
Charentay;69;1 305;
Charly;69;4 687;
Charnay;69;1 085;
Chasselay;69;2 840;
Chassieu;69;10 437;
Châtillon;69;2 210;
Chaussan;69;1 145;
Chazay-d'Azergues;69;4 247;
Chénas;69;565;
Chénelette;69;333;
Les Chères;69;1 478;
Chessy;69;2 107;
Chevinay;69;560;
Chiroubles;69;411;
Civrieux-d'Azergues;69;1 549;
Claveisolles;69;757;
Cogny;69;1 204;
Coise;69;787;
Collonges-au-Mont-d'Or;69;4 138;
Colombier-Saugnieu;69;2 633;
Communay;69;4 271;
Condrieu;69;3 949;
Corbas;69;11 277;
Corcelles-en-Beaujolais;69;943;
Cours;69;4 599;
Courzieu;69;1 117;
Couzon-au-Mont-d'Or;69;2 608;
Craponne;69;11 362;
Cublize;69;1 296;
Curis-au-Mont-d'Or;69;1 200;
Dardilly;69;9 173;
Dareizé;69;544;
Décines-Charpieu;69;28 249;
Denicé;69;1 513;
Dième;69;196;
Dommartin;69;2 679;
Dracé;69;970;
Duerne;69;839;
Échalas;69;1 786;
Écully;69;18 451;
Émeringes;69;258;
Éveux;69;1 214;
Feyzin;69;10 034;
Fleurie;69;1 278;
Fleurieu-sur-Saône;69;1 481;
Fleurieux-sur-l'Arbresle;69;2 413;
Fontaines-Saint-Martin;69;3 144;
Fontaines-sur-Saône;69;7 075;
Francheville;69;14 578;
Frontenas;69;842;
Genas;69;12 837;
Genay;69;5 546;
Givors;69;19 432;
Gleizé;69;7 805;
Grandris;69;1 183;
Grézieu-la-Varenne;69;5 741;
Grézieu-le-Marché;69;826;
Grigny;69;9 691;
Les Haies;69;812;
Les Halles;69;500;
Haute-Rivoire;69;1 478;
Irigny;69;8 737;
Jarnioux;69;669;
Jonage;69;5 927;
Jons;69;1 486;
Joux;69;705;
Juliénas;69;937;
Jullié;69;449;
Lacenas;69;987;
Lachassagne;69;1 128;
Lamure-sur-Azergues;69;1 115;
Lancié;69;1 043;
Lantignié;69;917;
Larajasse;69;1 887;
Légny;69;678;
Lentilly;69;5 628;
Létra;69;961;
Limas;69;4 856;
Limonest;69;3 777;
Lissieu;69;3 202;
Loire-sur-Rhône;69;2 591;
Longes;69;969;
Longessaigne;69;613;
Lozanne;69;2 680;
Lucenay;69;1 855;
Lyon 1er Arrondissement;69;30 423;
Lyon 2e Arrondissement;69;30 857;
Lyon 3e Arrondissement;69;103 506;
Lyon 4e Arrondissement;69;36 524;
Lyon 5e Arrondissement;69;49 998;
Lyon 6e Arrondissement;69;52 282;
Lyon 7e Arrondissement;69;82 651;
Lyon 8e Arrondissement;69;85 610;
Lyon 9e Arrondissement;69;51 313;
Marchampt;69;464;
Marcilly-d'Azergues;69;884;
Marcy;69;735;
Marcy-l'Étoile;69;3 796;
Marennes;69;1 669;
Meaux-la-Montagne;69;242;
Messimy;69;3 455;
Meys;69;867;
Meyzieu;69;33 351;
Millery;69;4 422;
Mions;69;13 370;
Moiré;69;207;
Monsols;69;924;
Montagny;69;2 932;
Montanay;69;3 226;
Montmelas-Saint-Sorlin;69;498;
Montromant;69;466;
Montrottier;69;1 471;
Morancé;69;2 020;
Mornant;69;5 924;
La Mulatière;69;6 411;
Neuville-sur-Saône;69;7 542;
Odenas;69;953;
Les Olmes;69;833;
Orliénas;69;2 472;
Oullins;69;26 838;
Ouroux;69;364;
Le Perréon;69;1 604;
Pierre-Bénite;69;10 582;
Poleymieux-au-Mont-d'Or;69;1 340;
Pollionnay;69;2 561;
Pomeys;69;1 176;
Pommiers;69;2 682;
Pontcharra-sur-Turdine;69;2 740;
Porte des Pierres Dorées;69;3 092;
Poule-les-Écharmeaux;69;1 124;
Propières;69;488;
Pusignan;69;4 124;
Quincié-en-Beaujolais;69;1 356;
Quincieux;69;3 510;
Ranchal;69;327;
Régnié-Durette;69;1 139;
Rillieux-la-Pape;69;30 275;
Riverie;69;318;
Rivolet;69;589;
Rochetaillée-sur-Saône;69;1 541;
Ronno;69;654;
Rontalon;69;1 194;
Sain-Bel;69;2 323;
Saint-André-la-Côte;69;293;
Saint-Appolinaire;69;208;
Saint-Bonnet-de-Mure;69;6 917;
Saint-Bonnet-des-Bruyères;69;358;
Saint-Bonnet-le-Troncy;69;313;
Saint-Christophe;69;244;
Saint-Clément-de-Vers;69;229;
Saint-Clément-les-Places;69;659;
Saint-Clément-sur-Valsonne;69;912;
Saint-Cyr-au-Mont-d'Or;69;5 681;
Saint-Cyr-le-Chatoux;69;144;
Saint-Cyr-sur-le-Rhône;69;1 356;
Saint-Didier-au-Mont-d'Or;69;6 802;
Saint-Didier-sur-Beaujeu;69;627;
Saint-Étienne-des-Oullières;69;2 229;
Saint-Étienne-la-Varenne;69;750;
Saint-Fons;69;18 640;
Saint-Forgeux;69;1 526;
Saint-Genis-l'Argentière;69;1 069;
Saint-Genis-Laval;69;22 104;
Saint-Genis-les-Ollières;69;4 965;
Saint-Georges-de-Reneins;69;4 457;
Saint-Germain-au-Mont-d'Or;69;3 187;
Saint-Germain-Nuelles;69;2 330;
Saint-Igny-de-Vers;69;603;
Saint-Jacques-des-Arrêts;69;107;
Saint-Jean-d'Ardières;69;4 597;
Saint-Jean-des-Vignes;69;414;
Saint-Jean-la-Bussière;69;1 268;
Saint-Julien;69;860;
Saint-Julien-sur-Bibost;69;574;
Saint-Just-d'Avray;69;780;
Saint-Lager;69;1 047;
Saint-Laurent-d'Agny;69;2 195;
Saint-Laurent-de-Chamousset;69;1 966;
Saint-Laurent-de-Mure;69;5 450;
Saint-Loup;69;1 088;
Saint-Mamert;69;67;
Saint-Marcel-l'Éclairé;69;525;
Saint-Martin-en-Haut;69;4 082;
Saint-Nizier-d'Azergues;69;806;
Saint-Pierre-de-Chandieu;69;4 588;
Saint-Pierre-la-Palud;69;2 689;
Saint-Priest;69;46 153;
Saint-Romain-au-Mont-d'Or;69;1 259;
Saint-Romain-de-Popey;69;1 629;
Saint-Romain-en-Gal;69;1 963;
Saint-Romain-en-Gier;69;586;
Saint-Symphorien-d'Ozon;69;5 762;
Saint-Symphorien-sur-Coise;69;3 743;
Saint-Vérand;69;1 199;
Saint-Vincent-de-Reins;69;650;
Sainte-Catherine;69;1 008;
Sainte-Colombe;69;1 961;
Sainte-Consorce;69;2 021;
Sainte-Foy-l'Argentière;69;1 304;
Sainte-Foy-lès-Lyon;69;22 385;
Sainte-Paule;69;339;
Salles-Arbuissonnas-en-Beaujolais;69;837;
Sarcey;69;1 026;
Sathonay-Camp;69;5 984;
Sathonay-Village;69;2 394;
Les Sauvages;69;641;
Savigny;69;2 077;
Sérézin-du-Rhône;69;2 713;
Simandres;69;1 778;
Solaize;69;2 951;
Soucieu-en-Jarrest;69;4 556;
Sourcieux-les-Mines;69;2 058;
Souzy;69;828;
Taluyers;69;2 591;
Taponas;69;988;
Tarare;69;10 773;
Tassin-la-Demi-Lune;69;22 729;
Ternand;69;686;
Ternay;69;5 499;
Theizé;69;1 242;
Thizy-les-Bourgs;69;6 160;
Thurins;69;3 094;
La Tour-de-Salvagny;69;4 157;
Toussieu;69;2 984;
Trades;69;117;
Trèves;69;740;
Tupin-et-Semons;69;627;
Val d'Oingt;69;4 079;
Valsonne;69;944;
Vaugneray;69;5 687;
Vaulx-en-Velin;69;48 906;
Vaux-en-Beaujolais;69;1 106;
Vauxrenard;69;329;
Vénissieux;69;65 822;
Vernaison;69;4 927;
Vernay;69;105;
Ville-sur-Jarnioux;69;849;
Villechenève;69;909;
Villefranche-sur-Saône;69;37 783;
Villeurbanne;69;150 375;
Villié-Morgon;69;2 206;
Vourles;69;3 468;
Yzeron;69;1 063;
Abelcourt;70;357;
Aboncourt-Gesincourt;70;222;
Achey;70;71;
Adelans-et-le-Val-de-Bithaine;70;303;
Aillevans;70;157;
Aillevillers-et-Lyaumont;70;1 698;
Ailloncourt;70;309;
Ainvelle;70;152;
Aisey-et-Richecourt;70;105;
Alaincourt;70;118;
Amage;70;361;
Amance;70;670;
Ambiévillers;70;75;
Amblans-et-Velotte;70;398;
Amoncourt;70;299;
Amont-et-Effreney;70;169;
Anchenoncourt-et-Chazel;70;238;
Ancier;70;500;
Andelarre;70;137;
Andelarrot;70;237;
Andornay;70;212;
Angirey;70;145;
Anjeux;70;147;
Apremont;70;478;
Arbecey;70;271;
Arc-lès-Gray;70;2 564;
Argillières;70;77;
Aroz;70;155;
Arpenans;70;247;
Arsans;70;51;
Athesans-Étroitefontaine;70;672;
Attricourt;70;43;
Augicourt;70;181;
Aulx-lès-Cromary;70;166;
Autet;70;290;
Authoison;70;328;
Autoreille;70;332;
Autrey-le-Vay;70;91;
Autrey-lès-Cerre;70;234;
Autrey-lès-Gray;70;379;
Auvet-et-la-Chapelotte;70;252;
Auxon;70;440;
Avrigney-Virey;70;433;
Les Aynans;70;345;
Baignes;70;99;
Bard-lès-Pesmes;70;146;
Barges;70;92;
La Barre;70;104;
La Basse-Vaivre;70;39;
Bassigney;70;135;
Les Bâties;70;80;
Battrans;70;233;
Baudoncourt;70;556;
Baulay;70;305;
Bay;70;135;
Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur;70;945;
Beaumotte-Aubertans;70;453;
Beaumotte-lès-Pin;70;306;
Belfahy;70;83;
Belmont;70;140;
Belonchamp;70;207;
Belverne;70;148;
Besnans;70;80;
Betaucourt;70;168;
Betoncourt-lès-Brotte;70;119;
Betoncourt-Saint-Pancras;70;52;
Betoncourt-sur-Mance;70;32;
Beulotte-Saint-Laurent;70;58;
Beveuge;70;85;
Blondefontaine;70;286;
Bonboillon;70;201;
Bonnevent-Velloreille;70;376;
Borey;70;238;
Bougey;70;96;
Bougnon;70;555;
Bouhans-et-Feurg;70;257;
Bouhans-lès-Lure;70;328;
Bouhans-lès-Montbozon;70;143;
Bouligney;70;426;
Boulot;70;687;
Boult;70;607;
Bourbévelle;70;83;
Bourguignon-lès-Conflans;70;142;
Bourguignon-lès-la-Charité;70;122;
Bourguignon-lès-Morey;70;51;
Boursières;70;59;
Bousseraucourt;70;50;
Bresilley;70;202;
Breuches;70;720;
Breuchotte;70;309;
Breurey-lès-Faverney;70;643;
Brevilliers;70;642;
Briaucourt;70;253;
Brotte-lès-Luxeuil;70;212;
Brotte-lès-Ray;70;76;
Broye-Aubigney-Montseugny;70;483;
Broye-les-Loups-et-Verfontaine;70;124;
Brussey;70;277;
La Bruyère;70;217;
Bucey-lès-Gy;70;615;
Bucey-lès-Traves;70;118;
Buffignécourt;70;123;
Bussières;70;416;
Buthiers;70;308;
Calmoutier;70;266;
Cemboing;70;186;
Cenans;70;125;
Cendrecourt;70;212;
Cerre-lès-Noroy;70;238;
Chagey;70;657;
Châlonvillars;70;1 286;
Chambornay-lès-Bellevaux;70;186;
Chambornay-lès-Pin;70;365;
Champagney;70;3 891;
Champey;70;884;
Champlitte;70;1 712;
Champtonnay;70;100;
Champvans;70;185;
Chancey;70;205;
Chantes;70;126;
La Chapelle-lès-Luxeuil;70;395;
La Chapelle-Saint-Quillain;70;153;
Charcenne;70;348;
Chargey-lès-Gray;70;801;
Chargey-lès-Port;70;245;
Chariez;70;212;
Charmes-Saint-Valbert;70;43;
Charmoille;70;493;
Chassey-lès-Montbozon;70;223;
Chassey-lès-Scey;70;137;
Châteney;70;60;
Châtenois;70;129;
Chaumercenne;70;184;
Chauvirey-le-Châtel;70;126;
Chauvirey-le-Vieil;70;34;
Chaux-la-Lotière;70;452;
Chaux-lès-Port;70;157;
Chavanne;70;237;
Chemilly;70;89;
Chenebier;70;714;
Chenevrey-et-Morogne;70;306;
Chevigney;70;36;
Choye;70;484;
Cintrey;70;97;
Cirey;70;369;
Citers;70;779;
Citey;70;102;
Clairegoutte;70;386;
Clans;70;110;
Cognières;70;91;
Coisevaux;70;342;
Colombe-lès-Vesoul;70;490;
Colombier;70;455;
Colombotte;70;86;
Combeaufontaine;70;588;
Comberjon;70;173;
Conflandey;70;377;
Conflans-sur-Lanterne;70;640;
Confracourt;70;220;
Contréglise;70;118;
Corbenay;70;1 319;
La Corbière;70;107;
Cordonnet;70;145;
Cornot;70;143;
Corravillers;70;192;
Corre;70;614;
La Côte;70;532;
Coulevon;70;184;
Courchaton;70;461;
Courcuire;70;134;
Courmont;70;129;
Courtesoult-et-Gatey;70;61;
Couthenans;70;753;
Cresancey;70;191;
La Creuse;70;77;
Crevans-et-la-Chapelle-lès-Granges;70;267;
Creveney;70;59;
Cromary;70;245;
Cubry-lès-Faverney;70;181;
Cugney;70;198;
Cult;70;233;
Cuve;70;154;
Dambenoît-lès-Colombe;70;281;
Dampierre-lès-Conflans;70;275;
Dampierre-sur-Linotte;70;819;
Dampierre-sur-Salon;70;1 309;
Dampvalley-lès-Colombe;70;110;
Dampvalley-Saint-Pancras;70;35;
Delain;70;223;
Demangevelle;70;295;
La Demie;70;146;
Denèvre;70;173;
Échavanne;70;208;
Échenans-sous-Mont-Vaudois;70;528;
Échenoz-la-Méline;70;3 291;
Échenoz-le-Sec;70;314;
Écromagny;70;161;
Écuelle;70;75;
Éhuns;70;243;
Équevilley;70;130;
Errevet;70;262;
Esboz-Brest;70;462;
Esmoulières;70;97;
Esmoulins;70;138;
Esprels;70;747;
Essertenne-et-Cecey;70;417;
Étobon;70;303;
Étrelles-et-la-Montbleuse;70;79;
Étuz;70;675;
Fahy-lès-Autrey;70;118;
Fallon;70;308;
Faucogney-et-la-Mer;70;570;
Faverney;70;967;
Faymont;70;268;
Fédry;70;99;
Ferrières-lès-Ray;70;36;
Ferrières-lès-Scey;70;130;
Les Fessey;70;140;
Filain;70;238;
Flagy;70;157;
Fleurey-lès-Faverney;70;471;
Fleurey-lès-Lavoncourt;70;100;
Fleurey-lès-Saint-Loup;70;136;
Fondremand;70;202;
Fontaine-lès-Luxeuil;70;1 385;
Fontenois-la-Ville;70;136;
Fontenois-lès-Montbozon;70;333;
Fouchécourt;70;109;
Fougerolles;70;3 761;
Fouvent-Saint-Andoche;70;224;
Frahier-et-Chatebier;70;1 381;
Framont;70;177;
Francalmont;70;125;
Franchevelle;70;423;
Francourt;70;108;
Frasne-le-Château;70;317;
Frédéric-Fontaine;70;268;
Fresne-Saint-Mamès;70;513;
Fresse;70;746;
Fretigney-et-Velloreille;70;743;
Froideconche;70;2 026;
Froideterre;70;380;
Frotey-lès-Lure;70;731;
Frotey-lès-Vesoul;70;1 471;
Genevreuille;70;173;
Genevrey;70;251;
Georfans;70;60;
Germigney;70;170;
Gevigney-et-Mercey;70;483;
Gézier-et-Fontenelay;70;210;
Girefontaine;70;38;
Gouhenans;70;405;
Gourgeon;70;239;
Grammont;70;66;
La Grande-Résie;70;84;
Grandecourt;70;44;
Grandvelle-et-le-Perrenot;70;373;
Granges-la-Ville;70;196;
Granges-le-Bourg;70;390;
Grattery;70;217;
Gray;70;5 860;
Gray-la-Ville;70;1 000;
Gy;70;1 099;
Haut-du-Them-Château-Lambert;70;444;
Hautevelle;70;273;
Héricourt;70;10 400;
Hugier;70;129;
Hurecourt;70;43;
Hyet;70;123;
Igny;70;194;
Jasney;70;256;
Jonvelle;70;128;
Jussey;70;1 688;
Lambrey;70;87;
Lantenot;70;357;
La Lanterne-et-les-Armonts;70;215;
Larians-et-Munans;70;256;
Larret;70;61;
Lavigney;70;128;
Lavoncourt;70;318;
Lieffrans;70;59;
Lieucourt;70;80;
Liévans;70;146;
Linexert;70;132;
Lomont;70;446;
Longevelle;70;135;
La Longine;70;234;
Loulans-Verchamp;70;469;
Lure;70;8 450;
Luxeuil-les-Bains;70;7 019;
Luze;70;729;
Lyoffans;70;385;
Lœuilley;70;109;
Magnivray;70;171;
Magnoncourt;70;437;
Le Magnoray;70;96;
Les Magny;70;141;
Magny-Danigon;70;457;
Magny-Jobert;70;110;
Magny-lès-Jussey;70;105;
Magny-Vernois;70;1 378;
Mailleroncourt-Charette;70;280;
Mailleroncourt-Saint-Pancras;70;192;
Mailley-et-Chazelot;70;663;
Maizières;70;381;
La Malachère;70;310;
Malans;70;136;
Malbouhans;70;350;
Malvillers;70;67;
Mandrevillars;70;249;
Mantoche;70;471;
Marast;70;52;
Marnay;70;1 507;
Maussans;70;68;
Mélecey;70;152;
Melin;70;58;
Melincourt;70;241;
Mélisey;70;1 713;
Membrey;70;250;
Menoux;70;308;
Mercey-sur-Saône;70;136;
Mersuay;70;297;
Meurcourt;70;335;
Mignavillers;70;343;
Moffans-et-Vacheresse;70;641;
Moimay;70;238;
Molay;70;68;
Mollans;70;240;
Mont-le-Vernois;70;170;
Mont-Saint-Léger;70;53;
La Montagne;70;38;
Montagney;70;531;
Montarlot-lès-Rioz;70;290;
Montboillon;70;269;
Montbozon;70;669;
Montcey;70;284;
Montcourt;70;55;
Montdoré;70;73;
Montessaux;70;170;
Montigny-lès-Cherlieu;70;161;
Montigny-lès-Vesoul;70;686;
Montjustin-et-Velotte;70;127;
Montot;70;138;
Montureux-et-Prantigny;70;210;
Montureux-lès-Baulay;70;158;
Motey-Besuche;70;110;
Motey-sur-Saône;70;30;
Nantilly;70;497;
Navenne;70;1 723;
Neurey-en-Vaux;70;182;
Neurey-lès-la-Demie;70;342;
Neuvelle-lès-Cromary;70;392;
Neuvelle-lès-la-Charité;70;229;
La Neuvelle-lès-Lure;70;342;
La Neuvelle-lès-Scey;70;192;
Noidans-le-Ferroux;70;715;
Noidans-lès-Vesoul;70;2 059;
Noiron;70;58;
Noroy-le-Bourg;70;499;
Oigney;70;50;
Oiselay-et-Grachaux;70;429;
Onay;70;63;
Oppenans;70;57;
Oricourt;70;38;
Ormenans;70;75;
Ormoiche;70;70;
Ormoy;70;222;
Ouge;70;107;
Ovanches;70;133;
Oyrières;70;402;
Palante;70;240;
Passavant-la-Rochère;70;631;
Pennesières;70;193;
Percey-le-Grand;70;89;
Perrouse;70;271;
Pesmes;70;1 121;
Pierrecourt;70;111;
Pin;70;694;
La Pisseure;70;36;
Plainemont;70;70;
Plancher-Bas;70;1 999;
Plancher-les-Mines;70;1 012;
Polaincourt-et-Clairefontaine;70;746;
Pomoy;70;218;
Pont-du-Bois;70;115;
Pont-sur-l'Ognon;70;70;
Pontcey;70;309;
Port-sur-Saône;70;3 057;
Poyans;70;144;
Preigney;70;109;
La Proiselière-et-Langle;70;148;
Provenchère;70;271;
Purgerot;70;354;
Pusey;70;1 542;
Pusy-et-Épenoux;70;564;
La Quarte;70;65;
Quenoche;70;253;
Quers;70;363;
Quincey;70;1 436;
Raddon-et-Chapendu;70;890;
Raincourt;70;125;
Ranzevelle;70;18;
Ray-sur-Saône;70;211;
Raze;70;355;
Recologne;70;33;
Recologne-lès-Rioz;70;252;
Renaucourt;70;108;
La Résie-Saint-Martin;70;158;
Rignovelle;70;110;
Rigny;70;605;
Rioz;70;2 352;
Roche-et-Raucourt;70;165;
La Roche-Morey;70;278;
Roche-sur-Linotte-et-Sorans-les-Cordiers;70;68;
La Rochelle;70;39;
La Romaine;70;521;
Ronchamp;70;2 799;
Rosey;70;279;
La Rosière;70;83;
Rosières-sur-Mance;70;51;
Roye;70;1 603;
Ruhans;70;161;
Rupt-sur-Saône;70;119;
Saint-Barthélemy;70;1 142;
Saint-Bresson;70;448;
Saint-Broing;70;118;
Saint-Ferjeux;70;78;
Saint-Gand;70;136;
Saint-Germain;70;1 375;
Saint-Loup-Nantouard;70;118;
Saint-Loup-sur-Semouse;70;3 327;
Saint-Marcel;70;96;
Saint-Remy;70;575;
Saint-Sauveur;70;1 968;
Saint-Sulpice;70;137;
Saint-Valbert;70;243;
Sainte-Marie-en-Chanois;70;218;
Sainte-Marie-en-Chaux;70;168;
Sainte-Reine;70;33;
Saponcourt;70;64;
Saulnot;70;759;
Saulx;70;930;
Sauvigney-lès-Gray;70;109;
Sauvigney-lès-Pesmes;70;152;
Savoyeux;70;223;
Scey-sur-Saône-et-Saint-Albin;70;1 577;
Scye;70;138;
Secenans;70;185;
Selles;70;222;
Semmadon;70;124;
Senargent-Mignafans;70;300;
Senoncourt;70;207;
Servance-Miellin;70;862;
Servigney;70;125;
Seveux;70;458;
Soing-Cubry-Charentenay;70;567;
Sorans-lès-Breurey;70;443;
Sornay;70;339;
Tartécourt;70;29;
Tavey;70;510;
Ternuay-Melay-et-Saint-Hilaire;70;516;
Theuley;70;109;
Thieffrans;70;182;
Thiénans;70;97;
Tincey-et-Pontrebeau;70;86;
Traitiéfontaine;70;164;
Traves;70;372;
Le Tremblois;70;186;
Trémoins;70;393;
Trésilley;70;230;
Tromarey;70;99;
Vadans;70;139;
Vaite;70;219;
La Vaivre;70;218;
Vaivre-et-Montoille;70;2 496;
Le Val-de-Gouhenans;70;68;
Le Val-Saint-Éloi;70;102;
Valay;70;701;
Vallerois-le-Bois;70;261;
Vallerois-Lorioz;70;393;
Vandelans;70;115;
Vanne;70;98;
Vantoux-et-Longevelle;70;180;
Varogne;70;145;
Vars;70;204;
Vauchoux;70;118;
Vauconcourt-Nervezain;70;221;
Vauvillers;70;694;
Vaux-le-Moncelot;70;71;
Velesmes-Échevanne;70;504;
Velet;70;398;
Velle-le-Châtel;70;139;
Vellechevreux-et-Courbenans;70;130;
Velleclaire;70;109;
Vellefaux;70;497;
Vellefrey-et-Vellefrange;70;120;
Vellefrie;70;133;
Velleguindry-et-Levrecey;70;160;
Velleminfroy;70;307;
Vellemoz;70;83;
Vellexon-Queutrey-et-Vaudey;70;476;
Velloreille-lès-Choye;70;80;
Velorcey;70;219;
Venère;70;225;
Venisey;70;142;
Vereux;70;252;
La Vergenne;70;121;
Verlans;70;186;
Vernois-sur-Mance;70;150;
La Vernotte;70;74;
